País;Código;Ano;Carvão per capita (kWh);Petróleo e derivados per capita (kWh);Gás per capita (kWh);Nuclear per capita (kWh);Hidráulica per capita (kWh);Eólica per capita (kWh);Solar per capita (kWh);Outras renováveis per capita (kWh);Total (kWh)
Azerbaijão;AZE;2004;1.266;6459.172;10797.569;0;882.692;0;0;0;18140.699
Azerbaijão;AZE;2005;4.386;7471.774;11036.016;0;948.036;0;0;0;19460.212
Azerbaijão;AZE;2006;4.339;6617.8;11542.795;0;779.883;0;0;0;18944.817
Azerbaijão;AZE;2007;6.572;6173.021;10053.39;0;719.763;0;0;0;16952.746
Azerbaijão;AZE;2008;4.874;4880.568;11374.668;0;667.878;0;0;0;16927.988
Azerbaijão;AZE;2009;4.818;4498.919;9600.835;0;678.59;0.616;0;0;14783.778
Azerbaijão;AZE;2010;7.141;4388.225;9017.341;0;994.829;0.144;0;0;14407.68
Azerbaijão;AZE;2011;6.268;5311.627;9752.751;0;758.149;0;0;0;15828.795
Azerbaijão;AZE;2012;4.641;5484.294;10104.449;0;506.273;0;0;0;16099.657
Azerbaijão;AZE;2013;3.818;5892.534;10018.678;0;406.209;0.218;0.218;18.277;16339.952
Azerbaijão;AZE;2014;2.262;5711.803;10366.981;0;347.965;0.617;0.777;23.292;16453.697
Azerbaijão;AZE;2015;3.724;5726.222;11583.562;0;430.489;1.21;1.21;23.897;17770.314
Azerbaijão;AZE;2016;1.472;5621.897;11227.003;0;506.082;5.889;9.118;22.536;17393.997
Azerbaijão;AZE;2017;1.456;5608.977;10783.416;0;443.46;5.612;9.446;21.622;16873.989
Azerbaijão;AZE;2018;0.72;5817.001;10870.678;0;441.644;20.658;9.807;20.259;17180.767
Azerbaijão;AZE;2019;0.713;5741.769;11733.255;0;385.638;25.975;10.893;24.139;17922.382
Azerbaijão;AZE;2020;0.707;4987.793;11730.436;0;259.872;23.14;11.485;23.899;17037.332
Bangladesh;BGD;1971;0;124.143;0;0;0;0;0;0;124.143
Bangladesh;BGD;1972;16.315;148.877;65.983;0;7.296;0;0;0;238.471
Bangladesh;BGD;1973;20.884;165.708;89.928;0;13.594;0;0;0;290.114
Bangladesh;BGD;1974;18.265;169.613;97.28;0;9.819;0;0;0;294.977
Bangladesh;BGD;1975;20.74;194.556;95.94;0;17.285;0;0;0;328.521
Bangladesh;BGD;1976;20.038;205.839;123.519;0;19.151;0;0;0;368.547
Bangladesh;BGD;1977;20.414;197.687;134.405;0;16.524;0;0;0;369.03
Bangladesh;BGD;1978;19.26;204.906;144.431;0;18.629;0;0;0;387.226
Bangladesh;BGD;1979;13.946;220.722;161.709;0;21.032;0;0;0;417.409
Bangladesh;BGD;1980;18.136;242.229;177.284;0;20.335;0;0;0;457.984
Bangladesh;BGD;1981;18.159;243.287;166.495;0;21.232;0;0;0;449.173
Bangladesh;BGD;1982;21.43;233.776;210.585;0;17.309;0;0;0;483.1
Bangladesh;BGD;1983;11.817;203.703;228.31;0;21.347;0;0;0;465.177
Bangladesh;BGD;1984;4.608;199.986;256.747;0;28.181;0;0;0;489.522
Bangladesh;BGD;1985;6.276;217.473;284.038;0;22.617;0;0;0;530.404
Bangladesh;BGD;1986;9.232;228.308;311.953;0;13.414;0;0;0;562.907
Bangladesh;BGD;1987;14.157;218.932;357.014;0;15.011;0;0;0;605.114
Bangladesh;BGD;1988;14.208;213.719;409.437;0;19.096;0;0;0;656.46
Bangladesh;BGD;1989;14.432;227.835;422.052;0;25.379;0;0;0;689.698
Bangladesh;BGD;1990;31.72;215.445;443.357;0;23.801;0;0;0;714.323
Bangladesh;BGD;1991;9.908;195.294;446.098;0;22.044;0;0;0;673.344
Bangladesh;BGD;1992;9.097;213.035;475.722;0;20.476;0;0;0;718.33
Bangladesh;BGD;1993;3.319;233.521;521.09;0;15.305;0;0;0;773.235
Bangladesh;BGD;1994;3.042;238.224;540.953;0;20.87;0;0;0;803.089
Bangladesh;BGD;1995;32.403;302.627;585.425;0;8.972;0;0;0;929.427
Bangladesh;BGD;1996;17.391;302.648;615.085;0;17.448;0;0;0;952.572
Bangladesh;BGD;1997;31.25;340.186;591.981;0;16.621;0;0;0;980.038
Bangladesh;BGD;1998;8.813;367.254;626.53;0;19.585;0;0;0;1022.182
Bangladesh;BGD;1999;4.272;320.984;669.413;0;18.483;0;0;0;1013.152
Bangladesh;BGD;2000;30.053;309.325;709.568;0;16.298;0;0;0;1065.244
Bangladesh;BGD;2001;31.278;362.574;779.715;0;21.066;0;0;0;1194.633
Bangladesh;BGD;2002;32.074;357.527;805.503;0;15.502;0;0.002;0;1210.608
Bangladesh;BGD;2003;30.144;364.24;851.569;0;15.139;0;0.018;0;1261.11
Bangladesh;BGD;2004;29.703;338.205;900.837;0;14.801;0;0.038;0;1283.584
Bangladesh;BGD;2005;60.042;335.331;953.955;0;14.491;0;0.066;0;1363.885
Bangladesh;BGD;2006;90.007;334.393;1019.249;0;14.207;0.03;0.103;0;1457.989
Bangladesh;BGD;2007;72.56;312.347;1075.028;0;13.946;0.03;0.168;0;1474.079
Bangladesh;BGD;2008;75.508;313.731;1134.855;0;17.378;0.053;0.278;0;1541.803
Bangladesh;BGD;2009;93.3;290.092;1284.686;0;7.497;0.092;0.451;0.018;1676.136
Bangladesh;BGD;2010;58.789;319.572;1304.671;0;12.88;0.09;0.783;0.035;1696.82
Bangladesh;BGD;2011;86.523;408.261;1311.835;0;15.138;0.089;1.014;0.052;1822.912
Bangladesh;BGD;2012;70.574;430.702;1412.946;0;13.254;0.087;1.551;0.068;1929.182
Bangladesh;BGD;2013;96.583;416.816;1437.065;0;12.207;0.085;2.171;0.084;1965.011
Bangladesh;BGD;2014;57.297;462.681;1489.948;0;9.33;0.084;2.75;0.099;2022.189
Bangladesh;BGD;2015;168.647;484.241;1654.595;0;14.541;0.082;3.212;0.043;2325.361
Bangladesh;BGD;2016;122.58;524.192;1674.354;0;14.082;0.081;3.502;0.046;2338.837
Bangladesh;BGD;2017;136.059;580.677;1665.318;0;16.118;0.08;3.967;0.045;2402.264
Bangladesh;BGD;2018;147.52;657.063;1699.689;0;13.328;0.078;4.236;0.044;2521.958
Bangladesh;BGD;2019;236.405;641.387;1897.279;0;12.5;0.077;5.304;0.044;2792.996
Bangladesh;BGD;2020;260.728;559.037;1848.011;0;10.496;0.076;6.184;0.046;2684.578
Bielorrússia;BLR;1985;2536.224;29928.879;8739.279;0;5.611;0;0;0;41209.993
Bielorrússia;BLR;1986;2756.79;35134.235;8849.695;0;5.575;0;0;0;46746.295
Bielorrússia;BLR;1987;2664.004;34539.227;9928.072;0;5.541;0;0;0;47136.844
Bielorrússia;BLR;1988;2838.585;33276.705;11433.195;0;5.511;0;0;0;47553.996
Bielorrússia;BLR;1989;2774.821;31027.969;11989.573;0;5.488;0;0;0;45797.851
Bielorrússia;BLR;1990;2434.232;28615.344;12739.968;0;5.473;0;0;0;43795.017
Bielorrússia;BLR;1991;2310.173;27644.836;13320.709;0;4.921;0;0;0;43280.639
Bielorrússia;BLR;1992;1925.306;23565.518;15478.943;0;4.65;0;0;0;40974.417
Bielorrússia;BLR;1993;1656.621;16827.299;14388.863;0;5.207;0;0;0;32877.99
Bielorrússia;BLR;1994;1163.775;13689.635;12612.01;0;5.221;0;0;0;27470.641
Bielorrússia;BLR;1995;1098.467;12459.221;11437.282;0;5.513;0;0;0;25000.483
Bielorrússia;BLR;1996;1337.459;12291.786;12084.042;0;4.425;0;0;0;25717.712
Bielorrússia;BLR;1997;1414.386;10775.917;13871.017;0;5.828;0;0;0;26067.148
Bielorrússia;BLR;1998;1260.164;10240.083;14101.419;0;7.801;0;0;0;25609.467
Bielorrússia;BLR;1999;1174.521;9432.216;14430.234;0;5.318;0;0;0;25042.289
Bielorrússia;BLR;2000;1172.221;9300.98;15391.202;0;7.598;0;0;0;25872.001
Bielorrússia;BLR;2001;846.824;9123.013;15396.965;0;8.438;0;0;0;25375.24
Bielorrússia;BLR;2002;804.177;9545.709;15947.98;0;8.159;0;0;0;26306.025
Bielorrússia;BLR;2003;762.124;9811.876;15787.083;0;7.881;0;0;0;26368.964
Bielorrússia;BLR;2004;751.401;9859.6;19273.267;0;9.289;0.284;0;0;29893.841
Bielorrússia;BLR;2005;834.532;9239.115;19872.947;0;10.127;0.281;0;0;29957.002
Bielorrússia;BLR;2006;750.739;10830.848;20379.351;0;9.83;0.281;0;0.56;31971.609
Bielorrússia;BLR;2007;852.299;9935.729;20538.498;0;9.806;0.28;0;3.923;31340.535
Bielorrússia;BLR;2008;796.866;9881.181;21095.708;0;10.891;0.279;0;9.215;31794.14
Bielorrússia;BLR;2009;760.804;11448.152;17949.443;0;12.515;0.278;0;16.687;30187.879
Bielorrússia;BLR;2010;796.91;9244.734;22003.304;0;12.455;0.277;0;23.249;32080.929
Bielorrússia;BLR;2011;957.867;10508.667;20420.133;0;11.56;1.1;0;26.148;31925.475
Bielorrússia;BLR;2012;976.884;12855.038;20611.682;0;19.694;1.64;0;25.984;34490.922
Bielorrússia;BLR;2013;1036.165;8851.958;20449.184;0;37.493;2.172;0.109;22.278;30399.359
Bielorrússia;BLR;2014;1027.007;10028.348;20273.513;0;32.649;2.43;0.539;21.316;31385.802
Bielorrússia;BLR;2015;912.538;8556.517;18961.882;0;29.748;10.452;2.413;25.192;28498.742
Bielorrússia;BLR;2016;1002.366;8407.458;18831.476;0;37.806;19.435;6.922;25.026;28330.489
Bielorrússia;BLR;2017;1036.214;8385.269;19268.064;0;107.405;25.661;23.544;28.042;28874.199
Bielorrússia;BLR;2018;1553.93;9258.881;20432.747;0;85.19;26.03;31.026;28.659;31416.463
Bielorrússia;BLR;2019;1636.399;8828.97;20274.741;0;91.95;43.487;46.892;28.816;30951.255
Bielorrússia;BLR;2020;1630.703;8103.045;18906.193;0;92.254;48.01;47.451;29.259;28856.915
Bélgica;BEL;1965;23606.37;19956.157;77.828;0;80.004;0;0;0;43720.359
Bélgica;BEL;1966;21432.851;20261.919;139.797;1.756;87.531;0;0;0;41923.854
Bélgica;BEL;1967;20946.211;22251.106;530.536;27.402;69.379;0;0;0;43824.634
Bélgica;BEL;1968;21542.249;25733.842;1285.755;17.714;70.856;0;0;0;48650.416
Bélgica;BEL;1969;20906.022;29585.157;2639.161;6.366;66.553;0;0;0;53203.259
Bélgica;BEL;1970;19635.707;32164.674;4126.977;16.438;70.943;0;0;0;56014.739
Bélgica;BEL;1971;16207.373;32856.885;5672.458;0;38.519;0;0;0;54775.235
Bélgica;BEL;1972;15432.369;35435.7;7130.368;3.152;51.584;0;0;0;58053.173
Bélgica;BEL;1973;12913.398;37099.461;8545.875;21.718;48.865;0;0;33.148;58662.465
Bélgica;BEL;1974;13775.237;32592.954;9988.365;42.178;68.397;0;0;30.779;56497.91
Bélgica;BEL;1975;10262.315;30853.752;9844.345;1928.496;52.022;0;0;23.595;52964.525
Bélgica;BEL;1976;10669.352;32107.206;10374.064;2846.192;30.912;0;0;16.165;56043.891
Bélgica;BEL;1977;10797.461;31508.572;10183.631;3378.318;63.384;0;0;69.892;56001.258
Bélgica;BEL;1978;11034.484;33552.617;10076.901;3533.499;62.972;0;0;73.42;58333.893
Bélgica;BEL;1979;12272.26;33286.506;10990.587;3215.439;65.961;0;0;88.793;59919.546
Bélgica;BEL;1980;12353.29;30719.724;10500.719;3532.107;78.247;0;0;84.44;57268.527
Bélgica;BEL;1981;12781.89;28123.934;9673.566;3615.114;107.112;0;0;81.81;54383.426
Bélgica;BEL;1982;12789.982;26605.654;8057.409;4399.59;93.531;0;0;12.92;51959.086
Bélgica;BEL;1983;10905.39;24121.91;8366.321;6765.205;94.296;0;0;6.174;50259.296
Bélgica;BEL;1984;12636.176;23319.568;8625.82;7779.232;98.422;0;0;6.73;52465.948
Bélgica;BEL;1985;12587.689;23645.162;8658.64;9692.252;80.393;0;0;14.846;54678.982
Bélgica;BEL;1986;10727.615;26685.137;7764.996;11021.548;95.964;0;0;33.294;56328.554
Bélgica;BEL;1987;10660.856;26839.778;8551.012;11725.186;119.859;1.676;0;39.673;57938.04
Bélgica;BEL;1988;10754.942;27636.009;8425.141;12022.065;100.133;2.231;0;50.206;58990.727
Bélgica;BEL;1989;11275.816;27084.272;9342.955;11471.919;84.891;1.948;0;53.161;59314.962
Bélgica;BEL;1990;12355.096;27890.832;9563.598;11859.47;73.841;1.943;0;78.282;61823.062
Bélgica;BEL;1991;11779.643;29809.101;10167.697;11859.059;63.361;2.213;0;82.729;63763.803
Bélgica;BEL;1992;10502.014;30290.809;10438.61;11977.578;93.988;2.481;0;73.592;63379.072
Bélgica;BEL;1993;9908.275;29678.386;10880.178;11509.795;69.728;2.196;0;67.257;62115.815
Bélgica;BEL;1994;10611.139;32145.187;11084.787;11111.22;94.636;2.462;0;67.011;65116.442
Bélgica;BEL;1995;10104.693;31931.714;12224.807;11277.679;92.172;2.454;0;87.536;65721.055
Bélgica;BEL;1996;9649.804;34506.748;13559.685;11792.197;65.035;2.177;0;85.443;69661.089
Bélgica;BEL;1997;8994.939;35303.058;12915.457;12880.65;82.868;2.174;0;74.717;70253.863
Bélgica;BEL;1998;8935.647;35746.082;14129.13;12526.373;105.551;2.985;0;97.411;71543.179
Bélgica;BEL;1999;7815.748;34500.946;15061.721;13277.065;92.365;3.521;0;134.35;70885.716
Bélgica;BEL;2000;8625.104;34967.306;15100.387;13010.013;124.273;4.323;0;153.45;71984.856
Bélgica;BEL;2001;8186.286;35375.103;14863.43;12395.676;117.942;9.895;0;159.663;71107.995
Bélgica;BEL;2002;6986.717;35365.937;15275.178;12528.672;95.235;15.079;0;190.734;70457.552
Bélgica;BEL;2003;6723.194;37183.5;16188.254;12388.631;64.585;23.01;0;224.088;72795.262
Bélgica;BEL;2004;6216.95;37415.791;16400.592;12220.663;81.881;36.679;0.258;267.857;72640.671
Bélgica;BEL;2005;5676.159;36976.489;16017.515;12138.62;73.451;57.894;0.255;405.513;71345.896
Bélgica;BEL;2006;5563.057;36606.589;16374.538;11740.696;90.361;92.123;0.502;560.04;71027.906
Bélgica;BEL;2007;5046.636;36702.66;16376.644;11974.962;96.59;121.917;1.49;645.591;70966.49
Bélgica;BEL;2008;4946.402;38208.623;16144.211;11159.748;100.41;156.003;10.286;815.283;71540.966
Bélgica;BEL;2009;3162.556;34120.49;16182.492;11407.526;79.236;240.606;40.101;953.969;66186.976
Bélgica;BEL;2010;3985.884;35098.898;17738.811;11427.963;74.369;307.962;133.482;1032.204;69799.573
Bélgica;BEL;2011;3727.03;32633.064;15002.927;11349.041;46.117;543.993;275.056;1105.854;64683.082
Bélgica;BEL;2012;3487.725;31186.116;15101.017;9362.825;82.951;639.214;499.103;1208.743;61567.694
Bélgica;BEL;2013;3667.527;31908.91;14822.486;9788.32;87.224;841.248;606.892;1143.919;62866.526
Bélgica;BEL;2014;3476.032;31180.772;12888.977;7643.655;66.95;1046.725;654.574;1014.497;57972.182
Bélgica;BEL;2015;3474.56;31990.551;14041.468;5850.003;71.357;1249.202;684.954;1246.893;58608.988
Bélgica;BEL;2016;3273.338;32292.207;14258.088;9639.554;81.948;1204.352;685.531;1207.054;62642.072
Bélgica;BEL;2017;3180.249;32653.853;14371.164;9244.254;59.13;1425.973;724.097;1264.696;62923.416
Bélgica;BEL;2018;3144.373;34372.69;14695.914;6189.981;67.859;1615.776;844.805;1184.185;62115.583
Bélgica;BEL;2019;3133.438;32014.947;15064.583;9339.709;64.806;2087.012;911.362;1124.642;63740.499
Bélgica;BEL;2020;2578.222;22309.075;14666.744;7313.429;60.015;2773.926;1093.612;1134.969;51929.992
Brasil;BRA;1965;242.02;2131.74;6.158;0;850.091;0;0;0;3230.009
Brasil;BRA;1966;255.138;2261.443;7.006;0;904.55;0;0;0;3428.137
Brasil;BRA;1967;256.681;2271.711;7.71;0;920.996;0;0;0;3457.098
Brasil;BRA;1968;246.015;2657.419;7.936;0;938.864;0;0;0;3850.234
Brasil;BRA;1969;267.594;2841.807;8.151;0;979.132;0;0;0;4096.684
Brasil;BRA;1970;298.011;3135.404;8.527;0;1162.387;0;0;15.032;4619.361
Brasil;BRA;1971;292.692;3370.798;13.103;0;1230.957;0;0;18.049;4925.599
Brasil;BRA;1972;300.782;3785.104;17.563;0;1409.789;0;0;19.933;5533.171
Brasil;BRA;1973;288.663;4550.501;19.629;0;1572.526;0;0;20.395;6451.714
Brasil;BRA;1974;299.049;4792.84;36.888;0;1742.417;0;0;20.83;6892.024
Brasil;BRA;1975;347.198;4831.785;39.145;0;1872.827;0;0;22.467;7113.422
Brasil;BRA;1976;361.837;5103.749;44.044;0;2097.751;0;0;21.868;7629.249
Brasil;BRA;1977;448.173;5097.784;53.653;0;2309.682;0;0;27.595;7936.887
Brasil;BRA;1978;503.253;5415.648;68.952;0;2479.177;0;0;32.139;8499.169
Brasil;BRA;1979;533.844;5557.756;73.789;0;2747.183;0;0;41.852;8954.424
Brasil;BRA;1980;568.751;5241.773;84.247;0;2966.802;0;0;41.554;8903.127
Brasil;BRA;1981;543.479;4884.738;73.836;0;2939.512;0;0;42.118;8483.683
Brasil;BRA;1982;561.208;4836.995;103.061;0;3099.121;0;0;47.837;8648.222
Brasil;BRA;1983;616.745;4487.437;136.188;0;3250.429;0;0;64.042;8554.841
Brasil;BRA;1984;744.74;4441.618;154.994;34.475;3495.59;0;0;59.836;8931.253
Brasil;BRA;1985;861.57;4411.14;190.277;69.427;3662.834;0;0;62.982;9258.23
Brasil;BRA;1986;854.344;4771.453;217.127;2.896;3668.987;0;0;64.239;9579.046
Brasil;BRA;1987;876.95;4812.553;237.591;19.183;3659.238;0;0;70.3;9675.815
Brasil;BRA;1988;879.135;4803.634;234.618;11.759;3850.492;0;0;64.592;9844.23
Brasil;BRA;1989;856.236;4750.896;236.107;34.739;3885.672;0;0;64.603;9828.253
Brasil;BRA;1990;749.117;4607.759;211.104;41.703;3853.537;0;0;71.942;9535.162
Brasil;BRA;1991;843.82;4578.441;215.635;26.414;3989.175;0;0;73.262;9726.747
Brasil;BRA;1992;805.009;4852.878;240.141;31.675;4021.783;0;0;88.764;10040.25
Brasil;BRA;1993;815.665;4965.286;276.665;7.828;4162.975;0;0;88.265;10316.684
Brasil;BRA;1994;823.744;5214.567;297.252;0.958;4228.624;0;0;93.878;10659.023
Brasil;BRA;1995;850.08;5355.584;322.831;43.187;4353.121;0;0;95.903;11020.706
Brasil;BRA;1996;863.345;5607.294;350.075;40.954;4484.702;0.034;0;113.948;11460.352
Brasil;BRA;1997;855.046;5932.988;374.531;52.645;4634.455;0.066;0;122.584;11972.315
Brasil;BRA;1998;824.809;6090.842;386.556;53.417;4768.593;0.082;0;122.79;12247.089
Brasil;BRA;1999;822.94;6092.881;451.956;64.109;4723.165;0.032;0;135.021;12290.104
Brasil;BRA;2000;864.931;5914.494;555.209;96.083;4837.593;0.016;0;124.838;12393.164
Brasil;BRA;2001;839.681;5929.799;693.368;222.388;4172.039;0.544;0;140.021;11997.84
Brasil;BRA;2002;802.119;5734.662;808.536;211.307;4369.262;0.932;0;156.176;12082.994
Brasil;BRA;2003;821.844;5495.46;893.646;200.166;4579.571;0.914;0;178.235;12169.836
Brasil;BRA;2004;851.367;5611.375;1050.099;170.815;4719.399;0.897;0;183.527;12587.479
Brasil;BRA;2005;811.729;5663.689;1081.365;142.423;4876.863;1.343;0;196.414;12773.826
Brasil;BRA;2006;791.711;5710.376;1125.052;195.38;4954.857;3.367;0;210.886;12991.629
Brasil;BRA;2007;830.334;5875.359;1146.668;172.535;5225.247;9.26;0;252.359;13511.762
Brasil;BRA;2008;833.892;6075.477;1336.294;192.02;5080.123;16.262;0;271.993;13806.061
Brasil;BRA;2009;666.407;5962.918;1066.017;175.32;5290.421;16.751;0;309.531;13487.365
Brasil;BRA;2010;859.407;6442.618;1409.038;193.482;5372.765;28.997;0;425.547;14731.854
Brasil;BRA;2011;909.654;6787.044;1391.464;205.457;5619.89;35.488;0;428.105;15377.102
Brasil;BRA;2012;892.162;6938.47;1634.653;207.294;5368.238;65.271;0.013;462.266;15568.367
Brasil;BRA;2013;953.281;7273.849;1909.251;196.756;4979.382;83.745;0.061;521.787;15918.112
Brasil;BRA;2014;1004.946;7443.571;2005.068;193.017;4687.079;153.252;0.202;590.897;16078.032
Brasil;BRA;2015;1002.475;6917.03;2099.878;182.294;4450.807;267.557;0.729;617.129;15537.899
Brasil;BRA;2016;898.059;6507.346;1798.96;193.515;4646.385;408.5;1.04;626.185;15079.99
Brasil;BRA;2017;939.556;6555.706;1810.68;189.324;4461.578;509.702;10.006;636.472;15113.024
Brasil;BRA;2018;911.535;6260.629;1713.417;185.973;4615.195;575.164;41.07;645.253;14948.236
Brasil;BRA;2019;853.044;6331.029;1693.128;189.238;4668.243;656.873;78.077;644.38;15114.012
Brasil;BRA;2020;756.61;6020.27;1511.022;177.534;4605.538;661.742;92.374;642.643;14467.733
Bulgária;BGR;1965;8480.728;5316.514;68.437;0;675.646;0;0;0;14541.325
Bulgária;BGR;1966;8679.919;6020.213;101.332;0;673.954;0;0;0;15475.418
Bulgária;BGR;1967;9358.655;7517.534;306.266;0;673.18;0;0;0;17855.635
Bulgária;BGR;1968;10098.71;8849.769;465.643;0;431.547;0;0;0;19845.669
Bulgária;BGR;1969;10087.174;10796.375;481.186;0;604.209;0;0;0;21968.944
Bulgária;BGR;1970;10964.896;12464.157;431.565;0;702.645;0;0;0;24563.263
Bulgária;BGR;1971;10757.613;13626.445;336.078;0;704.26;0;0;0;25424.396
Bulgária;BGR;1972;11023.885;14088.682;225.122;0;675.999;0;0;0;26013.688
Bulgária;BGR;1973;11048.614;14775.02;225.574;0;824.762;0;0;0;26873.97
Bulgária;BGR;1974;10806.24;15287.328;489.07;296.325;664.176;0;0;0;27543.139
Bulgária;BGR;1975;11278.135;16131.242;1293.003;811.872;779.766;0;0;0;30294.018
Bulgária;BGR;1976;10471.913;16698.275;2252.567;1579.738;935.367;0;0;0;31937.86
Bulgária;BGR;1977;10394.721;17301.586;2864.782;1856.924;1113.713;0;0;0;33531.726
Bulgária;BGR;1978;11050.316;17761.378;3047.143;1859.609;915.33;0;0;0;34633.776
Bulgária;BGR;1979;11361.753;18248.761;3250.746;1939.035;1038.859;0;0;0;35839.154
Bulgária;BGR;1980;11883.092;18585.946;4166.282;1928.756;1161.634;0;0;0;37725.71
Bulgária;BGR;1981;12030.823;16517.054;4518.68;2844.503;1128.568;0;0;0;37039.628
Bulgária;BGR;1982;12603.17;15959.764;4985.947;3342.403;948.663;0;0;0;37839.947
Bulgária;BGR;1983;12523.555;15374.094;5226.058;3821.761;1040.296;0;0;0;37985.764
Bulgária;BGR;1984;12520.962;14737.472;5485.064;3944.184;1009.662;0;0;0;37697.344
Bulgária;BGR;1985;13058.788;13608.314;5978.377;4063.91;692.329;0;0;0;37401.718
Bulgária;BGR;1986;13427.086;14348.988;5938.726;3736.707;720.098;0;0;0;38171.605
Bulgária;BGR;1987;13433.388;13806.295;6631.627;3855.171;786.472;0;0;0;38512.953
Bulgária;BGR;1988;12547.937;14697.447;6459.303;4982.606;806.915;0;0;0;39494.208
Bulgária;BGR;1989;12863.208;14400.109;6678.62;4547.452;840.12;0;0;0;39329.509
Bulgária;BGR;1990;10864.487;13368.383;7127.5;4607.397;590.023;0;0;0;36557.79
Bulgária;BGR;1991;9793.745;8961.733;6070.439;4177.284;773.419;0;0;0;29776.62
Bulgária;BGR;1992;10406.314;8061.905;5430.985;3698.422;660.478;0;0;0;28258.104
Bulgária;BGR;1993;11335.05;8830.634;5112.59;4525.855;629.014;0;0;0;30433.143
Bulgária;BGR;1994;10500.652;8462.266;5175.659;5026.33;481.164;0;0;0;29646.071
Bulgária;BGR;1995;10621.672;8819.119;6317.863;5722.105;767.102;0;0;0;32247.861
Bulgária;BGR;1996;10687.852;8192.213;6522.491;6057.405;977.855;0;0;0;32437.816
Bulgária;BGR;1997;12306.097;6547.767;5254.301;6004.573;931.587;0;0;0;31044.325
Bulgária;BGR;1998;11827.552;6960.217;4436.348;5768.446;1057.156;0;0;0;30049.719
Bulgária;BGR;1999;9824.38;6378.542;3877.34;5445.368;947.964;0;0;0;26473.594
Bulgária;BGR;2000;9151.56;6340.323;4259.626;6313.428;928.364;0;0;0;26993.301
Bulgária;BGR;2001;10519.68;6610.511;3611.191;6804.096;604.445;0;0;0;28149.923
Bulgária;BGR;2002;9767.038;6884.828;3228.101;7048.787;764.763;0;0;0;27693.517
Bulgária;BGR;2003;11021.915;7414.927;3438.233;6032.178;1057.377;0;0;0;28964.63
Bulgária;BGR;2004;10613.345;7274.783;3382.831;5877.408;1107.322;0.35;0;0;28256.039
Bulgária;BGR;2005;10473.577;8018.587;4249.275;6527.187;1517.633;1.749;0;0;30788.008
Bulgária;BGR;2006;10712.832;8167.315;4410.554;6827.917;1484.467;7.006;0;0;31610.091
Bulgária;BGR;2007;12138.519;8103.56;4476.769;5133.584;1007.575;16.477;0;0;30876.484
Bulgária;BGR;2008;11651.238;7845.92;4508.36;5531.001;990.774;42.803;0;5.613;30575.709
Bulgária;BGR;2009;9874.002;7116.667;3246.637;5355.381;1218.089;83.195;1.052;2.81;26897.833
Bulgária;BGR;2010;10780.73;6394.326;3599.021;5354.833;1775.814;239.14;5.267;12.291;28161.422
